Wall time,Step,Value
1600854694.235585,1,-63.41545486450195
1600854704.9726057,2,-50.17677688598633
1600854715.460241,3,-47.8717155456543
1600854726.0321467,4,-45.43842697143555
1600854736.8798654,5,-38.74261474609375
1600854747.5627556,6,-42.60329055786133
1600854758.3744648,7,-43.48127365112305
1600854769.4661272,8,-34.20684051513672
1600854780.395226,9,-31.453927993774414
1600854791.0830355,10,-29.950851440429688
1600854802.3325016,11,-25.497411727905273
1600854813.3004565,12,-31.886341094970703
1600854824.0730364,13,-34.16423416137695
1600854834.9515355,14,-31.26115608215332
1600854845.945583,15,-28.63235855102539
1600854856.7320182,16,-35.82135009765625
1600854867.5877976,17,-25.50259780883789
1600854878.1849592,18,-26.165281295776367
1600854888.7730975,19,-28.225059509277344
1600854899.3150432,20,-20.7838134765625
1600854910.318305,21,-21.99833869934082
1600854920.9111218,22,-27.538043975830078
1600854931.481064,23,-25.833066940307617
1600854942.0719228,24,-19.733055114746094
1600854953.2149327,25,-19.148347854614258
1600854963.925369,26,-22.81304931640625
1600854974.8476028,27,-20.115236282348633
1600854985.446132,28,-15.561530113220215
1600854996.5302448,29,-16.544742584228516
1600855007.0362568,30,-15.969734191894531
1600855018.5152924,31,-16.235515594482422
1600855028.9957287,32,-16.769289016723633
1600855039.579814,33,-15.093340873718262
1600855050.8242338,34,-20.163265228271484
1600855061.5587516,35,-20.799352645874023
1600855073.0041485,36,-13.538531303405762
1600855084.4416022,37,-13.20749282836914
1600855095.6536822,38,-18.448823928833008
1600855106.9535534,39,-13.599019050598145
1600855118.4124336,40,-14.77013874053955
1600855129.0203605,41,-16.934959411621094
1600855140.5267162,42,-14.896631240844727
1600855151.9130538,43,-11.979633331298828
1600855163.8080814,44,-6.883492469787598
1600855175.6559532,45,-8.73150634765625
1600855187.5522034,46,-5.293919563293457
1600855199.5324097,47,-7.640152454376221
1600855211.4190426,48,-7.700496673583984
1600855222.6332262,49,-7.49111795425415
1600855234.4346173,50,-6.144289016723633
1600855246.3215327,51,-5.4808549880981445
1600855258.2999349,52,-4.806558132171631
1600855270.206117,53,-5.260739326477051
1600855282.2539477,54,-1.0715644359588623
1600855294.172087,55,-0.6708424687385559
1600855306.0732498,56,3.28930401802063
1600855318.1030364,57,-0.17844755947589874
1600855330.0810127,58,1.2249284982681274
1600855342.438931,59,5.06125020980835
1600855355.177246,60,3.939925193786621
1600855368.3861353,61,7.940247058868408
1600855380.5217688,62,12.237208366394043
1600855392.648749,63,13.348565101623535
1600855404.8344367,64,17.359233856201172
1600855416.76226,65,21.28614044189453
1600855428.6645935,66,15.427197456359863
1600855440.5328918,67,16.82029151916504
1600855452.4949856,68,20.5355224609375
1600855464.4368021,69,22.730257034301758
1600855476.3568728,70,26.56597137451172
1600855488.470216,71,30.434389114379883
1600855500.3925989,72,26.238086700439453
1600855512.3320134,73,33.287200927734375
1600855524.2927716,74,36.824317932128906
1600855536.1860306,75,35.63447952270508
1600855548.1048415,76,36.66828155517578
1600855560.0169876,77,32.69789123535156
1600855571.9483743,78,39.42357635498047
1600855584.0987062,79,49.54613494873047
1600855596.0319095,80,35.99076461791992
1600855607.945629,81,41.750244140625
1600855619.838287,82,40.1058349609375
1600855631.8593807,83,50.46392822265625
1600855643.8004737,84,57.484779357910156
1600855655.7328224,85,57.32158660888672
1600855667.6526568,86,56.204532623291016
1600855679.7757924,87,48.578975677490234
1600855691.7807715,88,61.65623092651367
1600855703.701275,89,59.817813873291016
1600855715.6533916,90,64.07256317138672
1600855727.6791737,91,64.0603256225586
1600855739.671999,92,64.38986206054688
1600855751.7335103,93,58.71242904663086
1600855763.962089,94,61.484092712402344
1600855775.9851081,95,68.99401092529297
1600855788.1474648,96,74.139404296875
1600855800.3183491,97,77.13308715820312
1600855812.32618,98,74.36756896972656
1600855824.3286085,99,78.36113739013672
1600855836.2946959,100,74.88883209228516
1600855848.7458732,101,75.8687744140625
1600855860.785698,102,81.57267761230469
1600855872.7218983,103,81.21428680419922
1600855884.668195,104,80.86445617675781
1600855896.6263928,105,87.72476959228516
1600855908.5381272,106,89.7060775756836
1600855920.4405825,107,85.07926940917969
1600855933.061204,108,80.032958984375
1600855945.4256554,109,94.14987182617188
1600855958.3139164,110,89.82928466796875
1600855971.293827,111,83.56230926513672
1600855983.9068534,112,96.12226867675781
1600855995.854951,113,96.83744049072266
1600856008.8337905,114,97.5899658203125
1600856023.8039424,115,99.24994659423828
1600856038.0966392,116,105.41639709472656
1600856052.5502222,117,108.36090087890625
1600856066.9821074,118,105.59467315673828
1600856081.2111795,119,93.12114715576172
1600856095.3961852,120,102.01041412353516
1600856109.638588,121,104.35176849365234
1600856124.2445753,122,102.58451080322266
1600856138.5167816,123,111.5438232421875
1600856152.7056308,124,110.7430191040039
1600856164.7522123,125,104.73373413085938
1600856176.6257045,126,113.48029327392578
1600856188.519799,127,108.72148132324219
1600856200.5703282,128,114.45084381103516
1600856212.7466288,129,105.88931274414062
1600856224.614546,130,120.06196594238281
1600856236.4193351,131,120.30101776123047
1600856248.268255,132,112.4400405883789
1600856260.1013465,133,112.90174865722656
1600856271.9245894,134,115.03043365478516
1600856283.7888672,135,123.5743637084961
1600856295.6471195,136,119.82794189453125
1600856307.5996244,137,127.5688705444336
1600856319.4302323,138,117.99203491210938
1600856331.2409992,139,123.89743041992188
1600856343.2426164,140,129.84213256835938
1600856355.1237965,141,124.34376525878906
1600856367.57833,142,122.98186492919922
1600856379.493812,143,132.07472229003906
1600856391.710411,144,124.88590240478516
1600856403.7376266,145,120.39753723144531
1600856415.5569174,146,127.61327362060547
1600856428.6094866,147,124.1854248046875
