Wall time,Step,Value
1600869026.6172104,1,-60.44642639160156
1600869037.4828455,2,-52.691261291503906
1600869049.6546237,3,-48.46607971191406
1600869063.2105289,4,-47.23283386230469
1600869076.473753,5,-49.88391876220703
1600869090.0236204,6,-53.19384765625
1600869103.7318294,7,-52.02958679199219
1600869116.95775,8,-51.088348388671875
1600869130.7586162,9,-50.5523796081543
1600869144.0517912,10,-46.56067657470703
1600869157.2838454,11,-46.88627243041992
1600869170.591762,12,-43.21852493286133
1600869184.1584356,13,-40.29881286621094
1600869197.736947,14,-40.6213264465332
1600869210.999328,15,-38.503509521484375
1600869225.6372347,16,-43.73066711425781
1600869239.3867464,17,-41.671932220458984
1600869252.8263247,18,-37.24815368652344
1600869267.5284634,19,-40.53624725341797
1600869281.051675,20,-34.27486801147461
1600869294.9562004,21,-41.39073181152344
1600869308.9635937,22,-36.746551513671875
1600869322.963641,23,-32.69725799560547
1600869336.6232967,24,-35.412445068359375
1600869350.659995,25,-34.13489532470703
1600869365.0802717,26,-28.3984432220459
1600869378.8553305,27,-29.009363174438477
1600869391.9370933,28,-31.10541343688965
1600869405.2031403,29,-29.39380645751953
1600869418.2202606,30,-28.790573120117188
1600869433.0573611,31,-28.571788787841797
1600869448.1817274,32,-32.79307174682617
1600869464.015421,33,-25.884666442871094
1600869480.413589,34,-24.23773765563965
1600869499.8769746,35,-22.245271682739258
1600869520.1923285,36,-22.53533172607422
1600869538.454142,37,-28.423133850097656
1600869556.3216026,38,-28.7330322265625
1600869576.8096988,39,-11.99981689453125
1600869594.594524,40,-15.536890983581543
1600869613.6253424,41,-12.356398582458496
1600869630.6332655,42,-18.1131649017334
1600869648.402674,43,-13.657918930053711
1600869667.2790112,44,-13.628928184509277
1600869684.0096734,45,-14.29826545715332
1600869700.0152118,46,-16.63264274597168
1600869719.374082,47,-13.464580535888672
1600869733.8724241,48,-11.366477966308594
1600869747.7348113,49,-9.832557678222656
1600869761.32183,50,-6.725548267364502
1600869775.2010295,51,-6.154059886932373
1600869789.8779159,52,-4.811428546905518
1600869803.6386478,53,-2.2121543884277344
1600869816.9685137,54,0.31151115894317627
1600869830.1516001,55,2.743725538253784
1600869846.594088,56,1.1980409622192383
1600869864.128848,57,9.428936004638672
1600869881.2308428,58,10.85682201385498
1600869898.7576263,59,8.529861450195312
1600869916.446749,60,17.479463577270508
1600869934.5384827,61,14.545758247375488
1600869951.3068213,62,19.161136627197266
1600869968.5111713,63,23.276142120361328
1600869991.1621284,64,19.54239845275879
1600870022.3609524,65,19.30055809020996
1600870046.0913503,66,27.055891036987305
1600870067.4045393,67,29.972360610961914
1600870090.3406672,68,24.171438217163086
1600870105.5530882,69,30.55620002746582
1600870121.4758518,70,34.46376037597656
1600870138.7722719,71,35.405792236328125
1600870153.5261772,72,36.822181701660156
1600870168.163737,73,45.52400207519531
1600870190.8144841,74,47.13636779785156
1600870208.661647,75,46.64836502075195
1600870223.7572775,76,49.250606536865234
1600870238.3083665,77,51.56378173828125
1600870256.1981907,78,49.81005859375
1600870275.4156406,79,54.284732818603516
1600870294.5429714,80,58.44805908203125
1600870311.2829182,81,61.19294357299805
1600870326.3937824,82,54.202796936035156
1600870344.9806821,83,54.573944091796875
1600870363.930446,84,69.72423553466797
1600870382.7609208,85,57.008201599121094
1600870401.446099,86,61.758949279785156
1600870420.7151654,87,70.48719024658203
1600870439.2400665,88,70.13546752929688
1600870459.1326127,89,79.40547180175781
1600870478.031714,90,88.49314880371094
1600870496.6975417,91,83.63069152832031
1600870515.6399083,92,79.547119140625
1600870534.2541692,93,82.65862274169922
1600870552.1738448,94,86.29335021972656
1600870569.837145,95,91.37052917480469
1600870587.937455,96,79.86294555664062
1600870611.8916202,97,85.51699829101562
1600870635.3094249,98,85.64440155029297
1600870655.4502022,99,83.24900817871094
1600870675.1501455,100,89.19052124023438
1600870694.2983608,101,88.05103302001953
1600870713.453692,102,108.15880584716797
1600870732.8673916,103,96.00423431396484
1600870752.0215597,104,90.71669006347656
1600870770.3368592,105,103.1922836303711
1600870788.6286557,106,99.57415008544922
1600870808.1962073,107,102.95137023925781
1600870826.1799457,108,109.38138580322266
1600870844.1948612,109,99.27365112304688
1600870861.9105875,110,110.84510803222656
1600870880.0127084,111,100.27764129638672
1600870898.4207208,112,111.22349548339844
1600870916.7084725,113,98.61003112792969
1600870935.6556048,114,106.54869079589844
1600870955.0014477,115,97.85125732421875
1600870975.1333516,116,109.2767333984375
1600870994.4806533,117,116.83000183105469
1600871013.2792225,118,117.63997650146484
1600871032.274189,119,103.72401428222656
1600871050.856506,120,135.46336364746094
1600871069.3605902,121,120.47241973876953
1600871088.1780798,122,119.50125885009766
1600871108.3630216,123,120.00629425048828
1600871126.8419101,124,125.03457641601562
1600871147.141014,125,128.0039825439453
1600871166.955177,126,124.52626037597656
1600871184.851881,127,118.80062866210938
1600871203.055227,128,130.3701934814453
1600871221.6192195,129,126.39885711669922
1600871241.9340894,130,130.07940673828125
1600871262.0700357,131,140.45977783203125
1600871282.123554,132,129.679931640625
1600871302.5994093,133,131.8992462158203
1600871323.5950541,134,138.55955505371094
1600871342.8002956,135,142.94415283203125
1600871362.6728954,136,150.40399169921875
1600871382.1082609,137,136.81924438476562
1600871403.130596,138,139.0036163330078
1600871426.0760202,139,131.56507873535156
1600871445.991744,140,141.71688842773438
1600871464.347233,141,149.59791564941406
1600871482.677808,142,145.83970642089844
1600871498.2732902,143,146.47926330566406
1600871514.3172874,144,144.29129028320312
1600871530.6206331,145,139.67250061035156
1600871546.4922256,146,136.0034942626953
1600871565.5717013,147,152.24435424804688
1600871592.4802577,148,130.03660583496094
1600871623.0480897,149,158.5034942626953
1600871651.7499464,150,133.93307495117188
1600871674.533647,151,158.97312927246094
1600871696.4254615,152,154.67849731445312
1600871720.1742373,153,149.0533447265625
1600871746.9620163,154,149.6335906982422
1600871769.5007114,155,155.86395263671875
1600871789.0781126,156,146.90872192382812
1600871813.3421175,157,168.78390502929688
1600871834.120054,158,173.53192138671875
1600871855.32228,159,149.4855499267578
1600871878.5712354,160,164.24215698242188
1600871903.2806225,161,156.33343505859375
1600871927.8224788,162,176.72703552246094
1600871971.9909546,163,175.04879760742188
1600871986.3775332,164,169.66371154785156
1600872001.6564782,165,155.2772674560547
1600872017.081982,166,167.33079528808594
1600872033.0730128,167,167.0704803466797
1600872048.8252249,168,164.49819946289062
1600872064.9363146,169,170.67886352539062
1600872080.8465672,170,179.03297424316406
1600872095.1189988,171,165.96336364746094
1600872110.5755458,172,169.3434600830078
1600872124.8434403,173,174.0384979248047
1600872139.9402544,174,178.85055541992188
1600872156.0256772,175,166.34642028808594
1600872172.060845,176,174.00466918945312
