Wall time,Step,Value
1600857051.254713,1,-54.21535110473633
1600857063.4413,2,-57.66529846191406
1600857075.6036134,3,-50.41484069824219
1600857087.850676,4,-46.13557434082031
1600857100.3807576,5,-43.302616119384766
1600857112.9554946,6,-50.61130142211914
1600857125.773905,7,-50.3422737121582
1600857138.0762022,8,-44.44260787963867
1600857150.4667454,9,-49.106727600097656
1600857162.5485857,10,-40.28464889526367
1600857174.9515486,11,-42.970157623291016
1600857187.5530105,12,-43.12092590332031
1600857200.6612294,13,-33.97597885131836
1600857213.2533486,14,-31.557157516479492
1600857225.613471,15,-34.49618911743164
1600857238.150344,16,-30.84014129638672
1600857250.8982184,17,-28.527437210083008
1600857264.2854097,18,-30.955141067504883
1600857277.2609048,19,-30.640357971191406
1600857290.3290987,20,-25.39625358581543
1600857302.967944,21,-23.98674201965332
1600857315.6670341,22,-19.484375
1600857329.3844528,23,-26.49295997619629
1600857342.003241,24,-26.71061134338379
1600857354.9341063,25,-21.69022560119629
1600857367.6902506,26,-29.855432510375977
1600857380.3879375,27,-24.335548400878906
1600857393.1000924,28,-27.13674545288086
1600857405.4597917,29,-28.318681716918945
1600857418.0085797,30,-25.5813045501709
1600857430.7431812,31,-23.476341247558594
1600857443.222213,32,-22.99225616455078
1600857455.706833,33,-20.29515838623047
1600857468.6004462,34,-24.77425765991211
1600857480.918908,35,-22.4800968170166
1600857493.3414114,36,-22.37397575378418
1600857505.780073,37,-19.66161346435547
1600857517.9802482,38,-25.877758026123047
1600857530.4764693,39,-18.17906379699707
1600857542.6211004,40,-22.369474411010742
1600857555.7341561,41,-18.69120979309082
1600857568.4423063,42,-20.12155532836914
1600857579.672592,43,-23.34868812561035
1600857592.0479906,44,-22.338119506835938
1600857604.9856372,45,-14.967720031738281
1600857617.815048,46,-22.499858856201172
1600857631.1168342,47,-11.899908065795898
1600857643.123821,48,-21.045249938964844
1600857655.46129,49,-18.695621490478516
1600857667.779022,50,-13.492825508117676
1600857680.794613,51,-17.157442092895508
1600857692.1069827,52,-19.11746597290039
1600857704.4929466,53,-16.69066619873047
1600857718.0275836,54,-12.351304054260254
1600857729.4151506,55,-18.621442794799805
1600857742.3338258,56,-14.478243827819824
1600857755.419539,57,-9.180412292480469
1600857767.7429225,58,-11.629151344299316
1600857781.642336,59,-11.740279197692871
1600857795.3993404,60,-14.945160865783691
1600857806.87493,61,-17.377296447753906
1600857820.0467253,62,-11.383732795715332
1600857832.4909372,63,-15.919015884399414
1600857845.1742764,64,-8.54588508605957
1600857859.3558104,65,-7.644522190093994
1600857873.1370878,66,-11.928055763244629
1600857885.921503,67,-7.7581892013549805
1600857899.2716563,68,-8.01669979095459
1600857913.4004605,69,-2.3025827407836914
1600857925.7780757,70,-7.4508957862854
1600857938.6999907,71,-2.7052226066589355
1600857952.1972432,72,-4.980103492736816
1600857965.9587889,73,-3.7748465538024902
1600857979.4030266,74,-3.637195587158203
1600857993.2767143,75,2.981546401977539
1600858005.4452574,76,-6.23412561416626
1600858018.7376344,77,3.456414222717285
1600858030.8058157,78,0.17364412546157837
1600858044.2503338,79,0.6958315968513489
1600858056.325068,80,0.7145494222640991
1600858068.3279104,81,8.569876670837402
1600858080.5253375,82,4.056049823760986
1600858092.7886643,83,8.759612083435059
1600858105.1027384,84,2.453439235687256
1600858117.2505465,85,13.311284065246582
1600858129.5001118,86,14.947580337524414
1600858143.006093,87,10.524100303649902
1600858163.5250697,88,17.77718734741211
1600858182.3351703,89,15.822166442871094
1600858201.6226687,90,21.960018157958984
1600858221.011062,91,15.796993255615234
1600858240.995383,92,21.6564998626709
1600858260.2357817,93,24.431129455566406
1600858290.820194,94,31.39524269104004
1600858308.1864655,95,31.404451370239258
1600858329.322432,96,26.955642700195312
1600858352.0168853,97,33.04800796508789
1600858371.7452173,98,35.48065948486328
1600858391.7590916,99,39.411869049072266
1600858416.9785805,100,39.50236511230469
1600858554.9754825,101,40.229679107666016
1600858567.5739205,102,43.820220947265625
1600858579.881668,103,47.958919525146484
1600858592.013225,104,45.80748748779297
1600858605.3251414,105,48.21050262451172
1600858617.6837966,106,52.69969940185547
1600858630.9130306,107,45.330772399902344
1600858642.9602988,108,52.76190185546875
1600858655.2799852,109,53.3188362121582
1600858667.546752,110,59.46677780151367
1600858680.0190256,111,62.113014221191406
1600858692.3579948,112,65.5030288696289
1600858704.798773,113,62.45588302612305
1600858719.1814175,114,69.43647003173828
1600858731.5022013,115,66.42131805419922
1600858744.7979114,116,70.1910171508789
1600858756.788352,117,72.35567474365234
1600858768.8099914,118,79.80421447753906
1600858781.0643897,119,80.76409149169922
1600858793.248609,120,73.05860137939453
1600858805.654735,121,78.4105224609375
1600858817.8090007,122,83.99390411376953
1600858831.3678606,123,83.20169067382812
1600858848.0156174,124,78.98233795166016
1600858860.4421895,125,85.92790985107422
1600858872.6165507,126,91.96521759033203
1600858886.5546,127,87.0830078125
1600858903.1557643,128,86.4423599243164
1600858970.3509436,129,99.1939468383789
1600858982.5136414,130,95.46305084228516
1600858994.7344923,131,87.37515258789062
1600859006.9822187,132,92.40772247314453
1600859019.075087,133,92.74231719970703
1600859031.0535803,134,95.7354507446289
1600859043.1030574,135,99.90413665771484
1600859055.0193186,136,91.68250274658203
1600859067.3541975,137,95.19131469726562
1600859079.618574,138,95.51983642578125
1600859091.787527,139,92.30686950683594
1600859103.9218986,140,97.69554138183594
1600859116.7982285,141,91.52287292480469
1600859128.8822737,142,96.59028625488281
1600859141.2530994,143,97.15052032470703
1600859153.314813,144,98.07274627685547
1600859165.4455967,145,102.25343322753906
1600859177.8506536,146,110.59429931640625
1600859196.033781,147,104.02190399169922
1600859213.643886,148,104.96135711669922
1600859229.3173015,149,106.09016418457031
1600859250.8540404,150,113.7931900024414
1600859269.3722365,151,103.05437469482422
1600859288.21764,152,109.73246765136719
1600859310.424703,153,110.30296325683594
1600859332.8131845,154,102.8744888305664
1600859358.5139897,155,117.06159973144531
1600859381.2326403,156,107.44377136230469
1600859407.2831852,157,111.55663299560547
1600859427.179681,158,116.89311981201172
1600859455.8460557,159,112.00494384765625
1600859482.9684057,160,112.57229614257812
1600859529.9342504,161,113.88372802734375
1600859574.7913306,162,106.111083984375
1600860442.8138103,163,109.14291381835938
1600860455.1024187,164,111.3203353881836
1600860470.5525954,165,112.12152862548828
1600860482.327663,166,112.2068099975586
1600860494.7148578,167,113.45805358886719
1600860509.1679635,168,114.67910766601562
1600860521.995094,169,111.65453338623047
1600860539.1923757,170,118.85493469238281
1600860551.3730967,171,113.1737060546875
